epoch	10.0.0.230:ph/prog	10.0.0.231:ph/prog	10.0.0.232:ph/prog	10.0.0.233:ph/prog	10.0.0.234:ph/prog	10.0.0.235:ph/prog	10.0.0.236:ph/prog	10.0.0.237:ph/prog
1788095297.451	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095297.493	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095297.535	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095297.578	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095297.620	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095297.662	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095297.705	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095297.747	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095297.793	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095297.838	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095297.881	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095297.922	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095297.963	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.005	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.048	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.090	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.132	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.175	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.222	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.268	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.341	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.389	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.432	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.474	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.517	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.558	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.600	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.642	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.683	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.726	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.775	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.826	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.870	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.919	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095298.961	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.002	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.045	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.088	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.129	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.171	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.214	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.256	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.303	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.377	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.432	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.479	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.524	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.566	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.611	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.654	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.698	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.738	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.777	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.817	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.858	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.898	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.937	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095299.977	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.016	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.056	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.093	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.134	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.178	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.220	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.266	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.355	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.403	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.444	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.487	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.530	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.571	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.614	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.658	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.706	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.751	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.795	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.836	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.879	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.921	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095300.963	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095301.005	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095301.047	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095301.089	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095301.133	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095301.179	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095301.222	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095301.267	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095301.343	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
1788095301.383	0/1	0/1	0/1	0/1	0/1	0/1	0/1	0/1
