e_mp_0016_3	mp	16	3	1hz	8	-	fcb0d9d40d5814a80b37127d01a04068f92aa45a54e74372bebec75ec343b956	cell=e_mp_0016_3  mark=OK  ratio=0.9983  gt_mbit=206  lost_pct=0.02565  lam=2.056e+08  quantum=1  spread=3.008  floor=0.006974  distinct=240
e_m_0008_1	m	8	1	1khz	8	-	4dc9193de97a2cfed2307fb3ef50fa9d8ee7b62879bfb277e92ed3626b74bba6	cell=e_m_0008_1  mark=OK  ratio=1.002  gt_mbit=205.9  lost_pct=0.03745  lam=2.063e+08  quantum=1  spread=6.046  floor=0.006961  distinct=240
e_mp_0008_1	mp	8	1	1hz	8	-	fcb0d9d40d5814a80b37127d01a04068f92aa45a54e74372bebec75ec343b956	cell=e_mp_0008_1  mark=OK  ratio=1.001  gt_mbit=206  lost_pct=0.01064  lam=2.063e+08  quantum=1  spread=6.671  floor=0.006963  distinct=240
e_m_0008_2	m	8	2	1khz	8	-	4dc9193de97a2cfed2307fb3ef50fa9d8ee7b62879bfb277e92ed3626b74bba6	cell=e_m_0008_2  mark=OK  ratio=1.001  gt_mbit=206  lost_pct=0.01116  lam=2.061e+08  quantum=1  spread=7.538  floor=0.006965  distinct=241
e_mp_0008_2	mp	8	2	1hz	8	-	fcb0d9d40d5814a80b37127d01a04068f92aa45a54e74372bebec75ec343b956	cell=e_mp_0008_2  mark=OK  ratio=0.9996  gt_mbit=206  lost_pct=0.01841  lam=2.059e+08  quantum=1  spread=6.954  floor=0.006969  distinct=240
e_m_0008_3	m	8	3	1khz	8	-	4dc9193de97a2cfed2307fb3ef50fa9d8ee7b62879bfb277e92ed3626b74bba6	cell=e_m_0008_3  mark=OK  ratio=0.9998  gt_mbit=206  lost_pct=0.01409  lam=2.059e+08  quantum=1  spread=8.322  floor=0.006969  distinct=241
e_mp_0008_3	mp	8	3	1hz	8	-	fcb0d9d40d5814a80b37127d01a04068f92aa45a54e74372bebec75ec343b956	cell=e_mp_0008_3  mark=OK  ratio=1.005  gt_mbit=206  lost_pct=0.01107  lam=2.07e+08  quantum=1  spread=6.94  floor=0.006951  distinct=240
e_m_0004_1	m	4	1	1khz	8	-	4dc9193de97a2cfed2307fb3ef50fa9d8ee7b62879bfb277e92ed3626b74bba6	cell=e_m_0004_1  mark=DATAPLANE-HURT  ratio=0.9979  gt_mbit=130.4  lost_pct=36.51  lam=1.3e+08  quantum=1  spread=17.43  floor=0.008771  distinct=241
e_mp_0004_1	mp	4	1	1hz	8	-	fcb0d9d40d5814a80b37127d01a04068f92aa45a54e74372bebec75ec343b956	cell=e_mp_0004_1  mark=DATAPLANE-HURT  ratio=0.997  gt_mbit=127.5  lost_pct=34.65  lam=1.27e+08  quantum=1  spread=32.39  floor=0.008874  distinct=229
e_m_0004_2	m	4	2	1khz	8	-	4dc9193de97a2cfed2307fb3ef50fa9d8ee7b62879bfb277e92ed3626b74bba6	cell=e_m_0004_2  mark=DATAPLANE-HURT  ratio=1.002  gt_mbit=128.1  lost_pct=35.7  lam=1.282e+08  quantum=1  spread=22.41  floor=0.008831  distinct=236
e_mp_0004_2	mp	4	2	1hz	8	-	fcb0d9d40d5814a80b37127d01a04068f92aa45a54e74372bebec75ec343b956	cell=e_mp_0004_2  mark=DATAPLANE-HURT  ratio=0.9904  gt_mbit=139.1  lost_pct=32.62  lam=1.377e+08  quantum=1  spread=17.05  floor=0.008521  distinct=241
e_m_0004_3	m	4	3	1khz	8	-	4dc9193de97a2cfed2307fb3ef50fa9d8ee7b62879bfb277e92ed3626b74bba6	cell=e_m_0004_3  mark=DATAPLANE-HURT  ratio=1.002  gt_mbit=126.6  lost_pct=36.98  lam=1.268e+08  quantum=1  spread=23.98  floor=0.008881  distinct=237
e_mp_0004_3	mp	4	3	1hz	8	-	fcb0d9d40d5814a80b37127d01a04068f92aa45a54e74372bebec75ec343b956	cell=e_mp_0004_3  mark=DATAPLANE-HURT  ratio=0.9866  gt_mbit=139.3  lost_pct=32.15  lam=1.375e+08  quantum=1  spread=16.36  floor=0.00853  distinct=240
